"cnpj","nome_coop","naturezaJuridica","classe","situacao","regimeEspecial","logradouro","complemento","bairro","municipio","uf","cep","endereco_eletronico","email","telefone_ddd","telefone_numero","segmento_prudencial","ato_presi","nome_Liquidante","filiacao","filiacao_central"
10143743,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUL DO BRASIL - CREVISC","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA ANTONIO ZIMMERMANN, N- 214","1- ANDAR","CENTRO","GUARAMIRIM","SC","89270000","www.crevisc.coop.br","crevisc@crevisc.coop.br",NA,NA,"S5",NA,NA,NA,NA
78834975,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO CANOINHAS - SICOOB CREDICANOINHAS/SC","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA ALVARO SOARES MACHADO  455","","TRICOLIN","CANOINHAS","SC","89462250","","credica@sicoobcanoinhas.com.br",NA,NA,"S5",NA,NA,NA,NA
81016131,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO VINHO - SICOOB VALE DO VINHO","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV  DOM PEDRO II  692","","CENTRO","VIDEIRA","SC","89560208","","sicoob@sicoobvda.com.br",NA,NA,"S5",NA,NA,NA,NA
78483310,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA DO COMERCIO  248","","CENTRO","ITAPIRANGA","SC","89896000","","contabil@creditapiranga.coop.br",NA,NA,"S5",NA,NA,NA,NA
37076205,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS LTDA. - SICOOB JUDICIÁRIO","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"EQS 102 103  BLOCO A  SOBRELOJA 200","EDIFICIO EMPRESARIAL SAO FRANCISCO","ASA SUL","BRASILIA","DF","70330400","www.sicoobjudiciario.com.br","credisutri@credisutri.com.br",NA,NA,"S5",NA,NA,NA,NA
2641969,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA DOS IMIGRANTES  N  307","","CENTRO","NOVA TRENTO","SC","88270000","","trentocredi@trentocredi.com.br",NA,NA,"S5",NA,NA,NA,NA
78862083,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVOS CAMPOS - SICOOB NOVOS CAMPOS","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA BENJAMIN CONSTANT, NÚMERO 231","","CENTRO","CAMPOS NOVOS","SC","89620000","www.sicoobsc.com.br","credicampos@credicampos.com.br",NA,NA,"S5",NA,NA,NA,NA
78825023,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA VISCONDE DO RIO BRANCO  852","ANDARES 1  E 2   SUPERIOR","CENTRO","PALMITOS","SC","89887000","","oestecredi@oestecredi.com.br",NA,NA,"S5",NA,NA,NA,NA
81607046,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC/PR/RS","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA ALMIRANTE BARROSO  888","PREDIO","CENTRO","SAO MIGUEL D'OESTE","SC","89900000","www.sicoobsmo.com.br","sicoobsmo@sicoobsmo.com.br",NA,NA,"S5",NA,NA,NA,NA
81367880,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA RUI BARBOSA  1150","","CENTRO","TURVO","SC","88930000","","credisulca.turvo@credisulca.coop.br",NA,NA,"S5",NA,NA,NA,NA
2587492,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS URUBICI - SICOOB CREDIARAUCÁRIA/SC","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV  ADOLFO KONDER  2580","","ESQUINA","URUBICI","SC","88650000","","crediaraucaria@crediaraucaria.coop.br",NA,NA,"S5",NA,NA,NA,NA
2090126,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AVENIDA PE  JOAO BOTERO  713","","CENTRO","PASSOS MAIA","SC","89687000","www.valcredi.coop.br","valcredi@valcredi.coop.br",NA,NA,"S5",NA,NA,NA,NA
78865995,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA GETULIO VARGAS 331","ANEXO GALERIA TREVISAN","CENTRO","JOACABA","SC","89600000","","credirio@sicoobjba.com.br",NA,NA,"S5",NA,NA,NA,NA
1760242,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BELO HORIZONTE E CIDADES POLO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB NOSSACOOP","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA ARTUR ITABIRANO  251","SALAS 202 A 207  301 A 307  402  501 E 502","SAO JOSE","BELO HORIZONTE","MG","31275020","www.sicoobnossacoop.com.br","nossacoop@nossacoop.com.br",NA,NA,"S5",NA,NA,NA,NA
869687,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOA ESPERANÇA LTDA. - SICOOB BELCREDI","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AVENIDA JOAO JULIO DE FARIA","135","CENTRO","BOA ESPERANCA","MG","37170000","","boaespera309800@sicoobcrediminas.com.br",NA,NA,"S5",NA,NA,NA,NA
71146450,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPOS GERAIS E CAMPO DO MEIO LTDA - SICOOB CREDCAM","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA DOM INOCENCIO ENGELK","722","CENTRO","CAMPOS GERAIS","MG","37160000","","cgerais310400@sicoobcrediminas.com.br",NA,NA,"S5",NA,NA,NA,NA
25743311,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CARMO DO RIO CLARO LTDA - SICOOB CREDICARMO","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"PRAcA DONA MARIA GOULART","N  225","CENTRO","CARMO DO RIO CLARO","MG","37150000","","credicarmo@sicoobcredicarmo.com.br",NA,NA,"S5",NA,NA,NA,NA
9576849,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CERES E RIALMA LTDA","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV. BRASIL, N- 703B, QD 18B, LT18B","","CENTRO","CERES","GO","76300000","www.sicoobcredicer.com.br","credicer@sicoobcredicer.com.br",NA,NA,"S5",NA,NA,NA,NA
4079285,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAJUBÁ LTDA - SICOOB SUDESTE MAIS","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA PRESIDENTE ROOSEVELT  N  27","","MORRO CHIC","ITAJUBA","MG","37500070","","coopsul@joka-online.com.br",NA,NA,"S5",NA,NA,NA,NA
66463407,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA CAPITAO VICENTE  129","","CENTRO","ITAUNA","MG","35680056","www.sicoobcentrooeste.com.br","sicoobcentrooeste@sicoobcentrooeste.com.br",NA,NA,"S5",NA,NA,NA,NA
10143499,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE JATAÍ E REGIÃO LTDA.","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA JOAO ROSA SOARES  N  78","QUADRA  AREA  LOTE  002C","CENTRO","JATAI","GO","75800060","","cooprem@sicoobcooprem.com.br",NA,NA,"S5",NA,NA,NA,NA
37631058,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PALMEIRAS E REGIÃO LTDA.","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA QUEROBINO GOMES LEÃO","QUADRA 03, LOTE 14","SÃO JOSÉ","PALMEIRAS DE GOIAS","GO","76190000","","credipalmeiras@sicoobgoias.com.br",NA,NA,"S5",NA,NA,NA,NA
71441406,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PEDRO LEOPOLDO LTDA - SICOOB CREDIPEL","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA COMENDADOR ANTONIO ALVES","825","CENTRO","PEDRO LEOPOLDO","MG","33250033","www.sicoobcredipel.com.br","pedroleo315700@sicoobcrediminas.com.br",NA,NA,"S5",NA,NA,NA,NA
3732359,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PERNAMBUCO - SICOOB PERNAMBUCO","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA GOVERNADOR WALFREDO SIQUEIRA  17","","CENTRO","SAO JOSE DO EGITO","PE","56700000","","credipajeu-pe@sicoobne.com.br",NA,NA,"S5",NA,NA,NA,NA
5222094,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PIRACANJUBA LTDA. - SICOOB CERRADO","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA DOM PEDRO II LT06 QD24 N 851","","CENTRO","PIRACANJUBA","GO","75640000","www.sicoobcerrado.com.br","sicoobgoiascoapil@gmail.com",NA,NA,"S5",NA,NA,NA,NA
41931221,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PITANGUI, PAPAGAIOS, MARAVILHAS E REGIÃO LTDA. - SICOOB CREDICOOP","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA LACERDINO ROCHA","167","CENTRO","PITANGUI","MG","35650000","","pitangui315900@sicoobcrediminas.com.br",NA,NA,"S5",NA,NA,NA,NA
9033698,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO VERDE E REGIÃO LTDA.","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA COSTA GOMES  QUADRA R  LOTE B  SALA 21","CENTRO EMPRESARIAL LE MONDE","JARDIM MARCONAL","RIO VERDE","GO","75901550","","empresarial@sicoobempresarial.com.br",NA,NA,"S5",NA,NA,NA,NA
2137018,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RORAIMA LTDA.","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV  NOSSA SENHORA DA CONSOLATA  2001","","CENTRO","BOA VISTA","RR","69301011","https://www.sicoob.com.br/web/sicoobroraima","gerencia@unicredboavista.com.br",NA,NA,"S5",NA,NA,NA,NA
6910457,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTA CRUZ DAS PALMEIRAS E REGIÃO","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA CORONEL PENTEADO  427","","CENTRO","SANTA CRUZ DAS PALMEIRAS","SP","13650000","www.credicucar.com.br","gerencia@credicucar.com.br",NA,NA,"S5",NA,NA,NA,NA
41707258,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTO ANTÔNIO DO MONTE LTDA.   SICOOB CREDIMONTE","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AVENIDA CORONEL AMANCIO BERNARDES","371","CENTRO","SANTO ANTONIO DO MONTE","MG","35560000","www.sicoobcredimonte.com.br","samonte316600@sicoobcrediminas.com.br",NA,NA,"S5",NA,NA,NA,NA
66402207,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA 15 DE NOVEMBRO  31","","CENTRO","SAO ROQUE DE MINAS","MG","37928000","www.sicoobsaromcredi.com.br","saoroque317100@sicoobcrediminas.com.br",NA,NA,"S5",NA,NA,NA,NA
2833202,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE VITÓRIA DA CONQUISTA","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV  OTAVIO SANTOS  147","","CENTRO","VITORIA DA CONQUISTA","BA","45020750","www.unicred.com.br/sudoeste","ucmg0025@unicredmg.com.br",NA,NA,"S5",NA,NA,NA,NA
4649337,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DFMIL LTDA. - SICOOB DFMIL","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"C 01 LOTE 09 10 LOJA 04 TAGUATINGA CENTRO","TERREO ALA B","TAGUATINGA","BRASILIA","DF","72010010","www.sicoobdfmil.coop.br","credimfa@credimfa.coop.br",NA,NA,"S5",NA,NA,NA,NA
41805003,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO SÃO FRANCISCO LTDA.","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA MIGUEL COUTO 351","","CENTRO","PIUMHI","MG","37925000","http://www.sicoobcredialto.com.br/","credialto@credialto.com.br",NA,NA,"S5",NA,NA,NA,NA
16779741,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO VALE DO ITAJAÍ - VIACREDI ALTO VALE","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA 3 DE MAIO N 259","","CENTRO","IBIRAMA","SC","89140000","http://www.viacredialtovale.coop.br/","",NA,NA,"S5",NA,NA,NA,NA
694877,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO BRASIL CENTRAL LTDA. - SICOOB EXECUTIVO","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AVENIDA W3 SUL","QSCRS 509  BLOCO C  LOTES 3 E 4  LOJAS 65  66  67","ASA NORTE","BRASILIA","DF","70360530","www.sicoobexecutivo.com.br","sicoobexecutivo@sicoobexecutivo.com.br",NA,NA,"S5",NA,NA,NA,NA
2282709,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE BRASILEIRO","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV  SANTOS DUMONT","N  235  QUADRA 03 LOTE 36A","JUNDIAI","ANAPOLIS","GO","75113180","http://www.unisicoob.com.br/unicentronortegoiano/","cngo.correio@unicredsys.com.br",NA,NA,"S5",NA,NA,NA,NA
3326437,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL - SICOOB UNIÃO MT/MS","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA J  N  6","RESIDENCIAL CONCADORO","ARAES","CUIABA","MT","78005810","","credijud@terra.com.br",NA,NA,"S5",NA,NA,NA,NA
10319386,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL DE MATO GROSSO DO SUL - SICOOB CENTRO SUL MS","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AVENIDA MARCELINO PIRES 3130","","VILA HELENA","DOURADOS","MS","79801004","","luciene.ribeiro@sicoobdourados.coop.br",NA,NA,"S5",NA,NA,NA,NA
2015588,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV  PRESIDENTE KENNEDY  775","","CENTRO","PIMENTA BUENO","RO","76970000","www.credip.com.br","pedrinho@credip.com.br",NA,NA,"S5",NA,NA,NA,NA
33579731,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO-SUL GOIANO LTDA","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA PARÁ N- 400","CENTRO","CENTRO","MORRINHOS","GO","75650000","","sicoobcentrosul@sicoobcentrosul.com.br",NA,NA,"S5",NA,NA,NA,NA
3941182,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CIRCUITO DAS ÁGUAS - SICOOB CIRCUITO DAS ÁGUAS","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA SAO PAULO  5","","CENTRO","AGUAS DE LINDOIA","SP","13940000","www.sicoobcircuitodasaguas.com.br","montesiao431000@sicoobcrediminas.com.br",NA,NA,"S5",NA,NA,NA,NA
4406371,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DE GOIÁS","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AVENIDA DEPUTADO JAMEL CECÍLIO, N- 3.527","QUADRA C-9, LOTE 10, 5- E 6- ANDAR,","JARDIM GOIÁS","GOIANIA","GO","74810100","http://sicooblojicred.com.br/","sicoob@lojicred.com.br",NA,NA,"S5",NA,NA,NA,NA
10262276,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO - SICOOB PAULISTA","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AVENIDA JOAQUIM CONSTANTINO  N  2 161  4  ANDAR","","VILA NOVA PRUDENTE","PRESIDENTE PRUDENTE","SP","19053300","www.sicoobpaulista.com.br","ajbs@sicoobop.com.br",NA,NA,"S5",NA,NA,NA,NA
1608685,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DO ACRE LTDA.","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA QUINTINO BOCAIUVA  N 1818","","BOSQUE","RIO BRANCO","AC","69900670","https://www.sicoob.com.br/web/sicoobuniacre","gerencia@unicredriobranco.brte.com.br",NA,NA,"S5",NA,NA,NA,NA
83836114,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DO PARÁ - SICOOB COOESA","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV  GENERALISSIMO DEODORO  391","","UMARIZAL","BELEM","PA","66050160","www.cooesa.coop.br","cooesa@cooesa.coop.br",NA,NA,"S5",NA,NA,NA,NA
2931668,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DO RIO DE JANEIRO - SICOOB FLUMINENSE","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA DOUTOR SIQUEIRA, 278","PARTE","PARQUE DOM BOSCO","CAMPOS DOS GOYTACAZES","RJ","28030130","www.sicoobfluminense.com.br","credrionorte@credrionorte.com.br",NA,NA,"S5",NA,NA,NA,NA
5241619,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO LESTE DE MATO GROSSO - SICOOB PRIMAVERA MT","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AVENIDA SAO JOAO  306","","CENTRO","PRIMAVERA DO LESTE","MT","78850000","http://www.sicoob.com.br/sicoobmtms","sicoobprimavera@terra.com.br",NA,NA,"S5",NA,NA,NA,NA
1644264,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO PIRACICABA E DO CIRCUITO DO OURO LTDA. - SICOOB CREDIMEPI","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA PEDRO BICALHO  70","","NOVO HORIZONTE","JOAO MONLEVADE","MG","35930072","www.credimepi.coop.br","wanda@credimepi.coop.br",NA,NA,"S5",NA,NA,NA,NA
71154876,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DE MINAS GERAIS LTDA.   SICOOB CREDIPINHO","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"PCA  CORONEL HERMOGENES  261","","CENTRO","JOAO PINHEIRO","MG","38770000","","jpinheiro313500@sicoobcrediminas.com.br",NA,NA,"S5",NA,NA,NA,NA
23623636,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DE MATO GROSSO - SICOOB NORTE MT","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AVENIDA DAS ITAÚBAS, 3779","QUADRA N- 79, LOTE N- 09 E 13","SETOR COMERCIAL","SINOP","MT","78550170","","",NA,NA,"S5",NA,NA,NA,NA
9424988,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MARANHENSE - SICOOB OESTE MARANHENSE","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA SAO LUIS 134","","CENTRO","ACAILANDIA","MA","65930000","","credima-ma@sicoobne.com.br",NA,NA,"S5",NA,NA,NA,NA
71297899,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MINEIRO LTDA. - SICOOB CREDICOPA","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA OLEGARIO MACIEL 443","ANDAR TERREO E 1","CENTRO","PATOS DE MINAS","MG","38700122","www.credicopa.com.br","credicopa@credicopa.com.br",NA,NA,"S5",NA,NA,NA,NA
26178533,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO PONTAL DO TRIANGULO LTDA - SICOOB CREDIPONTAL","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA TRINTA E SEIS","800","PROGRESSO","ITUIUTABA","MG","38302008","www.sicoobcredipontal.com.br","ituiutaba313300@sicoobcrediminas.com.br",NA,NA,"S5",NA,NA,NA,NA
1667352,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SERTÃO DE MINAS GERAIS LTDA. - SICOOB SERTÃO MINAS","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA ANTONIO NASCIMENTO  179","LOJA","CENTRO","PIRAPORA","MG","39270000","","sicoob@sicoobsertaominas.com.br",NA,NA,"S5",NA,NA,NA,NA
24795049,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV PRESIDENTE VARGAS 1881","","JARDIM GOIAS","RIO VERDE","GO","75903290","www.credirural.coop.br","credirural@credirural.coop.br",NA,NA,"S5",NA,NA,NA,NA
3427097,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUL CATARINENSE - ACENTRA","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA GENERAL OSVALDO PINTO DA VEIGA, 557","","PROSPERA","CRICIUMA","SC","88813000","www.acentra.coop.br","cecrisacred@cecrisacred.coop.br",NA,NA,"S5",NA,NA,NA,NA
26960328,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO TOCANTINS LTDA","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AVENIDA BERNARDO SAYÃO","N- 467, QD 12, LT 05 E PARTE DO LOTE 04","CENTRO","PARAISO DO TOCANTINS","TO","77600000","www.sicoobtocantins.com.br","credipar@sicoobcredipar.com.br",NA,NA,"S5",NA,NA,NA,NA
86829827,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE - SICOOB CREDIVALE/SC","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AVENIDA NEREU RAMOS  N  850","","CENTRO","BRACO DO NORTE","SC","88750000","","credivale@credivale.coop.br",NA,NA,"S5",NA,NA,NA,NA
24830879,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO ARAGUAIA LTDA.","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"SEGUNDA AVENIDA N  50","QUADRA 57 LOTE 25","CENTRO","MINEIROS","GO","75830082","https://www.sicoob.com.br/web/sicoobmineiros","mineiros@sicoobmineiros.com.br",NA,NA,"S5",NA,NA,NA,NA
24799033,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV  JOAQUIM TIMOTEO DE PAULA  145","CENTRO","CENTRO","QUIRINOPOLIS","GO","75860000","www.sicoobagrorural.com.br","agrorural@sicoobagrorural.com.br",NA,NA,"S5",NA,NA,NA,NA
1637949,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAPANEMA","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA REVERENDO CORIOLANO  2004","","VILA OCIDENTAL","PRESIDENTE PRUDENTE","SP","19015070","www.credivale.org.br","credivale@credivale.org.br",NA,NA,"S5",NA,NA,NA,NA
25683475,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO RIO GRANDE LTDA. - SICOOB UBERABA","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"R CORONEL ANTONIO RIOS","509","SANTA MARTA","UBERABA","MG","38061150","www.sicoobuberaba.com.br","uberaba317800@sicoobcrediminas.com.br",NA,NA,"S5",NA,NA,NA,NA
2480577,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO E DOS ADVOGADOS LTDA. - SICOOB CREDIJUR","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA 101","N   188  QD 17 A   LT  04","SETOR SUL","GOIANIA","GO","74080150","https://www.sicoob.com.br/web/sicoobcredijur/sicoob-credijur","secretaria@credijur.com.br",NA,NA,"S5",NA,NA,NA,NA
7789195,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO E DOS TRANSPORTADORES RODOVIÁRIOS DE VEÍCULOS - SICOOB CREDCEG","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA DOS FELTRINS  1401","","DEMARCHI","SAO BERNARDO DO CAMPO","SP","09820280","www.sicoobcredceg.com.br","elaine@credceg.com.br",NA,NA,"S5",NA,NA,NA,NA
37079720,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LTDA. - SICOOB CREDIJUSTRA","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"SCS QUADRA 02  BLOCO D  ED OSCAR NIEMEYER","SALAS 401 A 408","SETOR COMERCIAL SUL","BRASILIA","DF","70316900","www.credijustra.com.br","credijustra@credijustra.com.br",NA,NA,"S5",NA,NA,NA,NA
7026923,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB ARENITO","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV  PADRE JOSE GERMANO NETO JUNIOR  3382","","ZONA VI","UMUARAMA","PR","87503650","","sicoobarenito@adsturbo.com.br",NA,NA,"S5",NA,NA,NA,NA
25363615,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB COOPJUS LTDA.","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AVENIDA GETULIO VARGAS 258","6  ANDAR","FUNCIONARIOS","BELO HORIZONTE","MG","30112020","www.sicoobcoopjus.com.br","coopjus@coopjus.com",NA,NA,"S5",NA,NA,NA,NA
8795285,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB CREDIACIL","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA JOAO PESSOA  539","","CENTRO","LEME","SP","13610110","","sicoob.crediacil@gmail.com",NA,NA,"S5",NA,NA,NA,NA
