"cnpj","nome","endereco","complemento","bairro","cep","municipio","uf","pais","ddd","numero","cod_compe_s_dv","x"
"66463407","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"66463407","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"66463407","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"66463407","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"66463407","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"10143499","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"10143499","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"10143499","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"10143499","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"10143499","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"10143499","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"10143499","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"10143499","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"10143499","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"10143499","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"37631058","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"37631058","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"37631058","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"37631058","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"37631058","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"37631058","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"37631058","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"37631058","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"37631058","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"37631058","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"71441406","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"71441406","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"71441406","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"71441406","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"71441406","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"71441406","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"71441406","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"71441406","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"71441406","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"71441406","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"3732359","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"3732359","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"3732359","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"3732359","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"3732359","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"3732359","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"3732359","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"3732359","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"3732359","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"3732359","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"5222094","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"5222094","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"5222094","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"5222094","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"5222094","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"5222094","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"5222094","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"5222094","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"5222094","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"5222094","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"41931221","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"41931221","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"41931221","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"41931221","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"41931221","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"41931221","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"41931221","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"41931221","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"41931221","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"41931221","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"9033698","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"9033698","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"9033698","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"9033698","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"9033698","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"9033698","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"9033698","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"9033698","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"9033698","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"9033698","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"2137018","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"2137018","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"2137018","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"2137018","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"2137018","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"2137018","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"2137018","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"2137018","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"2137018","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"2137018","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"6910457","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"6910457","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"6910457","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"6910457","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"6910457","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"6910457","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"6910457","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"6910457","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"6910457","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"6910457","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"41707258","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"41707258","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"41707258","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"41707258","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"41707258","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"41707258","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"41707258","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"41707258","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"41707258","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"41707258","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"66402207","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"66402207","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"66402207","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"66402207","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"66402207","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"66402207","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"66402207","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"66402207","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"66402207","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"66402207","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"2833202","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"2833202","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"2833202","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"2833202","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"2833202","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"2833202","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"2833202","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"2833202","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"2833202","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"2833202","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"4649337","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"4649337","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"4649337","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"4649337","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"4649337","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"4649337","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"4649337","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"4649337","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"4649337","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"4649337","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"41805003","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"41805003","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"41805003","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"41805003","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"41805003","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"41805003","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"41805003","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"41805003","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"41805003","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"41805003","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"16779741","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"16779741","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"16779741","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"16779741","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"16779741","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"16779741","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"16779741","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"16779741","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"16779741","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"16779741","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"694877","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
